round_number,unit_id,unit_text,theme,code,scope,start_offset,end_offset,quote,adjudication_status,note,resolved_by,updated_at
1,80a0d275-1d07-4992-9eb3-50ff7ebdc3db::2,"Again, threatening to kill someone is scary and gross. People who speak this way to others should be suspended and unable to use their account or access the platform.",Type of offensiveness,Threats of violence,span,0,54,"Again, threatening to kill someone is scary and gross.",resolved,,subham,Wed Sep 09 2026 20:55:00 GMT+0000 (Coordinated Universal Time)
1,80a0d275-1d07-4992-9eb3-50ff7ebdc3db::4,"The first two messages were fine, but the threatening to kill someone is offensive and scary. It is not an appropriate message to send someone.",Type of offensiveness,Threats of violence,span,34,93,but the threatening to kill someone is offensive and scary.,resolved,,subham,Wed Sep 09 2026 20:53:38 GMT+0000 (Coordinated Universal Time)
1,842a4faf-29b2-430f-bdb5-cc6e156237d1::3,This individual was saying mean and rude offensive things. I felt it was best to suspend this account.,Type of offensiveness,Hate speech and offensive language,span,0,58,This individual was saying mean and rude offensive things.,resolved,,subham,Mon Sep 07 2026 21:00:25 GMT+0000 (Coordinated Universal Time)
1,87f87d7b-4b52-467a-93ed-face4ab8ccb4::2,"Death threats should mean account termination, not just suspension.",Type of offensiveness,Threats of violence,span,0,13,Death threats,resolved,,subham,Wed Sep 09 2026 21:40:30 GMT+0000 (Coordinated Universal Time)
1,87f87d7b-4b52-467a-93ed-face4ab8ccb4::2,"Death threats should mean account termination, not just suspension.",Decision outcomes,Permanent ban,span,26,67,"account termination, not just suspension.",resolved,,subham,Wed Sep 09 2026 21:40:30 GMT+0000 (Coordinated Universal Time)
1,87f87d7b-4b52-467a-93ed-face4ab8ccb4::3,"The first message was suspension-worthy in my opinion.  I just wanted to see if the next message followed in the same vein.  I don't know the policies for this presumed platform, so I have to go by what I think is no good.  Homophobia is a no-go.",Type of offensiveness,Hate speech and offensive language,span,0,54,The first message was suspension-worthy in my opinion.,resolved,,subham,Mon Sep 07 2026 20:49:48 GMT+0000 (Coordinated Universal Time)
1,87f87d7b-4b52-467a-93ed-face4ab8ccb4::3,"The first message was suspension-worthy in my opinion.  I just wanted to see if the next message followed in the same vein.  I don't know the policies for this presumed platform, so I have to go by what I think is no good.  Homophobia is a no-go.",Reflection on the decision,Need to know policy and TOS,span,125,222,"I don't know the policies for this presumed platform, so I have to go by what I think is no good.",resolved,,subham,Mon Sep 07 2026 20:49:48 GMT+0000 (Coordinated Universal Time)
1,87f87d7b-4b52-467a-93ed-face4ab8ccb4::3,"The first message was suspension-worthy in my opinion.  I just wanted to see if the next message followed in the same vein.  I don't know the policies for this presumed platform, so I have to go by what I think is no good.  Homophobia is a no-go.",Type of offensiveness,Hate speech and offensive language,span,224,246,Homophobia is a no-go.,resolved,,subham,Mon Sep 07 2026 20:49:48 GMT+0000 (Coordinated Universal Time)
1,883c6d7a-83ce-420e-b187-3128a56e1616::3,"Similar to the first account, this person had a couple messages that are directly aimed at an individual. The use of slurs and attacks on ones family is not justifiable.",Type of offensiveness,Hate speech and offensive language,span,106,169,The use of slurs and attacks on ones family is not justifiable.,resolved,,subham,Wed Sep 09 2026 21:39:39 GMT+0000 (Coordinated Universal Time)
1,883c6d7a-83ce-420e-b187-3128a56e1616::4,There was no messages that reviewed here that seemed to be offensive. Also there was no verbal attack on any individuals.,Type of offensiveness,No offensive content,span,0,68,There was no messages that reviewed here that seemed to be offensive,resolved,,subham,Mon Sep 07 2026 20:20:34 GMT+0000 (Coordinated Universal Time)
1,884140ae-beba-4d9c-94c0-c901991cd689::5,The language used was not an offensive language but rather expressed gratitude and appreciation,Type of offensiveness,No offensive content,span,0,95,The language used was not an offensive language but rather expressed gratitude and appreciation,resolved,,subham,Wed Sep 09 2026 20:52:54 GMT+0000 (Coordinated Universal Time)
1,88879a30-8734-4993-8d03-16a361feecef::1,"This person uses inappropriate language and is speaking in a hateful, threatening manner. Their account should be suspended.",Type of offensiveness,Hate speech and offensive language,span,0,69,"This person uses inappropriate language and is speaking in a hateful,",resolved,,subham,Mon Sep 07 2026 21:06:10 GMT+0000 (Coordinated Universal Time)
1,88879a30-8734-4993-8d03-16a361feecef::1,"This person uses inappropriate language and is speaking in a hateful, threatening manner. Their account should be suspended.",Type of offensiveness,Threats of violence,span,70,89,threatening manner.,resolved,,subham,Mon Sep 07 2026 21:06:10 GMT+0000 (Coordinated Universal Time)
1,88879a30-8734-4993-8d03-16a361feecef::2,This person is threatening violence towards another person and using inappropriate language and cuss words. Two of the three messages I viewed contain hateful content and this person's account should definitely be suspended.,Type of offensiveness,Threats of violence,span,0,35,This person is threatening violence,resolved,,subham,Wed Sep 09 2026 21:41:10 GMT+0000 (Coordinated Universal Time)
1,88879a30-8734-4993-8d03-16a361feecef::2,This person is threatening violence towards another person and using inappropriate language and cuss words. Two of the three messages I viewed contain hateful content and this person's account should definitely be suspended.,Type of offensiveness,Hate speech and offensive language,span,69,107,inappropriate language and cuss words.,resolved,,subham,Wed Sep 09 2026 21:41:10 GMT+0000 (Coordinated Universal Time)
1,88879a30-8734-4993-8d03-16a361feecef::2,This person is threatening violence towards another person and using inappropriate language and cuss words. Two of the three messages I viewed contain hateful content and this person's account should definitely be suspended.,Patterns of behavior,Consistent offensive behavior,span,108,192,Two of the three messages I viewed contain hateful content and this person's account,resolved,,subham,Wed Sep 09 2026 21:41:10 GMT+0000 (Coordinated Universal Time)
1,88879a30-8734-4993-8d03-16a361feecef::5,"There's nothing but positive content in these posts, and there's no reason to suspend this person's account.",Type of offensiveness,No offensive content,span,0,51,There's nothing but positive content in these posts,resolved,,subham,Mon Sep 07 2026 20:11:59 GMT+0000 (Coordinated Universal Time)
1,88c7741e-45f9-4769-b00d-e1a49698f199::1,Account purely consists of hateful and derogatory language. Seems to exist purely to insult people.,Type of offensiveness,insult,span,85,91,insult,resolved,,subham,Wed Sep 09 2026 20:52:01 GMT+0000 (Coordinated Universal Time)
1,899c1320-d0e7-442a-a3a6-9e841cf843ef::1,Wished death upon someone and made homophobic remarks,Type of offensiveness,Death wish,span,0,25,Wished death upon someone,resolved,,subham,Wed Sep 09 2026 21:42:36 GMT+0000 (Coordinated Universal Time)
1,899c1320-d0e7-442a-a3a6-9e841cf843ef::1,Wished death upon someone and made homophobic remarks,Type of offensiveness,Hate speech and offensive language,span,30,53,made homophobic remarks,resolved,,subham,Wed Sep 09 2026 21:42:36 GMT+0000 (Coordinated Universal Time)
1,899c1320-d0e7-442a-a3a6-9e841cf843ef::2,Displayed violent actions that imply murdering someone in graphic detail.,Type of offensiveness,Threats of violence,unit,,,,resolved,,subham,Wed Sep 09 2026 21:37:53 GMT+0000 (Coordinated Universal Time)
1,8a2bd6fd-9a54-4ba0-86bb-4fcf5797b655::1,Threats of violence and hopes of inflicting cancer on someone. They are a bad poster.,Type of offensiveness,Threats of violence,span,0,61,Threats of violence and hopes of inflicting cancer on someone,resolved,,subham,Mon Sep 07 2026 21:03:37 GMT+0000 (Coordinated Universal Time)
1,8acbc9ac-0680-40ce-bab6-a1f49c28c3fb::3,offensive language,Type of offensiveness,Hate speech and offensive language,span,0,18,offensive language,resolved,,subham,Mon Sep 07 2026 21:02:34 GMT+0000 (Coordinated Universal Time)
1,8c0b7da8-5419-4daa-98ff-7194fce17c0d::4,threatened at least two people with death,Type of offensiveness,Threats of violence,span,0,41,threatened at least two people with death,resolved,,subham,Wed Sep 09 2026 21:38:03 GMT+0000 (Coordinated Universal Time)
1,8dcdc361-034c-4c7b-b798-06a03e4c59a3::4,The majority of the messages from this account are not offensive and are random pieces of conversation. I gave this a low confidence score because it could still be suspended from the small amount of offensive death threat tweets given.,Patterns of behavior,Normal behavior,span,0,103,The majority of the messages from this account are not offensive and are random pieces of conversation.,resolved,,subham,Mon Sep 07 2026 21:06:03 GMT+0000 (Coordinated Universal Time)
1,8dcdc361-034c-4c7b-b798-06a03e4c59a3::4,The majority of the messages from this account are not offensive and are random pieces of conversation. I gave this a low confidence score because it could still be suspended from the small amount of offensive death threat tweets given.,Patterns of behavior,one message is enough (offensive),span,104,236,I gave this a low confidence score because it could still be suspended from the small amount of offensive death threat tweets given.,resolved,,subham,Mon Sep 07 2026 21:06:03 GMT+0000 (Coordinated Universal Time)
1,8dcdc361-034c-4c7b-b798-06a03e4c59a3::4,The majority of the messages from this account are not offensive and are random pieces of conversation. I gave this a low confidence score because it could still be suspended from the small amount of offensive death threat tweets given.,Reflection on the decision,Expressed uncertainty,span,118,132,low confidence,resolved,,subham,Mon Sep 07 2026 21:06:03 GMT+0000 (Coordinated Universal Time)
1,8e151216-ec8a-4720-a022-a3bfa261bf2a::2,Is threatening someone and also includes violence .,Type of offensiveness,Threats of violence,span,0,51,Is threatening someone and also includes violence .,resolved,,subham,Wed Sep 09 2026 21:38:05 GMT+0000 (Coordinated Universal Time)
1,8e151216-ec8a-4720-a022-a3bfa261bf2a::3,Rude remarks and being homophobic towards someone.,Type of offensiveness,Hate speech and offensive language,span,0,50,Rude remarks and being homophobic towards someone.,resolved,,subham,Mon Sep 07 2026 21:03:06 GMT+0000 (Coordinated Universal Time)
1,90121a24-2838-4a22-8025-6eed89550f46::2,"While not all comments were offensive, those that were were very threatening",Patterns of behavior,Mix of offensive and non-offensive,span,0,38,"While not all comments were offensive,",resolved,,subham,Wed Sep 09 2026 21:37:55 GMT+0000 (Coordinated Universal Time)
1,90121a24-2838-4a22-8025-6eed89550f46::2,"While not all comments were offensive, those that were were very threatening",Type of offensiveness,Threats of violence,span,60,76,very threatening,resolved,,subham,Wed Sep 09 2026 21:37:55 GMT+0000 (Coordinated Universal Time)
1,90216bd3-8134-452d-a40c-7c9f38c1f0f1::2,"This accounts messages that I reviewed are almost all offensive and bullying people. When the content being posted is more offensive than not, it seems solid grounds for suspension.",Patterns of behavior,Consistent offensive behavior,span,43,63,almost all offensive,resolved,,subham,Mon Sep 07 2026 20:50:29 GMT+0000 (Coordinated Universal Time)
1,90216bd3-8134-452d-a40c-7c9f38c1f0f1::2,"This accounts messages that I reviewed are almost all offensive and bullying people. When the content being posted is more offensive than not, it seems solid grounds for suspension.",Type of offensiveness,Hate speech and offensive language,span,68,83,bullying people,resolved,,subham,Mon Sep 07 2026 20:50:29 GMT+0000 (Coordinated Universal Time)
1,90216bd3-8134-452d-a40c-7c9f38c1f0f1::2,"This accounts messages that I reviewed are almost all offensive and bullying people. When the content being posted is more offensive than not, it seems solid grounds for suspension.",Patterns of behavior,Majority offesnive,span,85,181,"When the content being posted is more offensive than not, it seems solid grounds for suspension.",resolved,,subham,Mon Sep 07 2026 20:50:29 GMT+0000 (Coordinated Universal Time)
1,904fefab-d1fe-4c81-a4c7-a1b91737087f::3,"Even though there are some very calm and eloquent messages, there are still hurtful ones.  If a person is being demeaning and homophobic there is no place for them, even if some of their messages are thoughtful.",Positive content,Calm and thoughtful,span,0,58,Even though there are some very calm and eloquent messages,resolved,,subham,Mon Sep 07 2026 20:48:43 GMT+0000 (Coordinated Universal Time)
1,904fefab-d1fe-4c81-a4c7-a1b91737087f::3,"Even though there are some very calm and eloquent messages, there are still hurtful ones.  If a person is being demeaning and homophobic there is no place for them, even if some of their messages are thoughtful.",Type of offensiveness,Hate speech and offensive language,span,60,89,there are still hurtful ones.,resolved,,subham,Mon Sep 07 2026 20:48:43 GMT+0000 (Coordinated Universal Time)
1,904fefab-d1fe-4c81-a4c7-a1b91737087f::3,"Even though there are some very calm and eloquent messages, there are still hurtful ones.  If a person is being demeaning and homophobic there is no place for them, even if some of their messages are thoughtful.",Type of offensiveness,Hate speech and offensive language,span,96,136,person is being demeaning and homophobic,resolved,,subham,Mon Sep 07 2026 20:48:43 GMT+0000 (Coordinated Universal Time)
1,90613436-e890-4ab2-9863-e7e49eb7122d::5,This person didnt have any offensive postings. I think they are a good user. No reason to suspend.,Type of offensiveness,No offensive content,unit,,,,resolved,,subham,Mon Sep 07 2026 20:48:59 GMT+0000 (Coordinated Universal Time)
1,91d9b5dd-39c8-48bf-8720-abe1ee727444::4,This message suggests frustration with lack of evidence in someone's tweet and explains the decision to block the person. It has a harsh word but it doesn't pose to commit harm.,Justifications,Not too offensive,span,0,123,This message suggests frustration with lack of evidence in someone's tweet and explains the decision to block the person. I,resolved,,subham,Mon Sep 07 2026 21:00:48 GMT+0000 (Coordinated Universal Time)
1,91d9b5dd-39c8-48bf-8720-abe1ee727444::4,This message suggests frustration with lack of evidence in someone's tweet and explains the decision to block the person. It has a harsh word but it doesn't pose to commit harm.,Type of offensiveness,No offensive content,span,122,177,It has a harsh word but it doesn't pose to commit harm.,resolved,,subham,Mon Sep 07 2026 21:00:48 GMT+0000 (Coordinated Universal Time)
1,947c2dec-32b7-465b-a682-2751391d78e4::2,"I only needed to see one message to suspend this account, this is a threat and a graphic one. Threats against life should be suspended all the time. I believe in free speech but there's a difference between being a troll and being a danger.",Patterns of behavior,one message is enough (offensive),span,2,56,only needed to see one message to suspend this account,resolved,,subham,Mon Sep 07 2026 21:02:31 GMT+0000 (Coordinated Universal Time)
1,947c2dec-32b7-465b-a682-2751391d78e4::2,"I only needed to see one message to suspend this account, this is a threat and a graphic one. Threats against life should be suspended all the time. I believe in free speech but there's a difference between being a troll and being a danger.",Type of offensiveness,Threats of violence,span,58,93,this is a threat and a graphic one.,resolved,,subham,Mon Sep 07 2026 21:02:31 GMT+0000 (Coordinated Universal Time)
1,947c2dec-32b7-465b-a682-2751391d78e4::2,"I only needed to see one message to suspend this account, this is a threat and a graphic one. Threats against life should be suspended all the time. I believe in free speech but there's a difference between being a troll and being a danger.",Justifications,Moral reasoning,span,151,173,believe in free speech,resolved,,subham,Mon Sep 07 2026 21:02:31 GMT+0000 (Coordinated Universal Time)
1,947c2dec-32b7-465b-a682-2751391d78e4::2,"I only needed to see one message to suspend this account, this is a threat and a graphic one. Threats against life should be suspended all the time. I believe in free speech but there's a difference between being a troll and being a danger.",Type of offensiveness,Harm other person,span,178,240,there's a difference between being a troll and being a danger.,resolved,,subham,Mon Sep 07 2026 21:02:31 GMT+0000 (Coordinated Universal Time)
1,947c2dec-32b7-465b-a682-2751391d78e4::3,The slurs and racism were crossing the line  this account will just spread harmful speech on the platform.,Type of offensiveness,Hate speech and offensive language,span,0,34,The slurs and racism were crossing,resolved,,subham,Wed Sep 09 2026 21:38:12 GMT+0000 (Coordinated Universal Time)
1,947c2dec-32b7-465b-a682-2751391d78e4::3,The slurs and racism were crossing the line  this account will just spread harmful speech on the platform.,Type of offensiveness,Harm other person,span,75,106,harmful speech on the platform.,resolved,,subham,Wed Sep 09 2026 21:38:12 GMT+0000 (Coordinated Universal Time)
1,947c2dec-32b7-465b-a682-2751391d78e4::5,None of these messages warranted this account being suspended. Nothing was harmful or threatening in these messages.,Type of offensiveness,No offensive content,unit,,,,resolved,,subham,Wed Sep 09 2026 20:54:26 GMT+0000 (Coordinated Universal Time)
1,94d90d90-65c3-49e7-a62d-e1b7738e20c8::2,3 out of 4 messages were offensive,Patterns of behavior,Majority offesnive,span,0,10,3 out of 4,resolved,,subham,Mon Sep 07 2026 20:16:00 GMT+0000 (Coordinated Universal Time)
1,94f0b0e1-30f3-4309-b3ca-fe00999414a9::3,This person has a history of sending offensive messages. Slurs and insults will not be tolerated.,Type of offensiveness,insult,unit,,,,resolved,,subham,Wed Sep 09 2026 21:40:40 GMT+0000 (Coordinated Universal Time)
1,94f0b0e1-30f3-4309-b3ca-fe00999414a9::3,This person has a history of sending offensive messages. Slurs and insults will not be tolerated.,Patterns of behavior,Consistent offensive behavior,span,0,55,This person has a history of sending offensive messages,resolved,,subham,Wed Sep 09 2026 21:40:40 GMT+0000 (Coordinated Universal Time)
1,94f0b0e1-30f3-4309-b3ca-fe00999414a9::3,This person has a history of sending offensive messages. Slurs and insults will not be tolerated.,Type of offensiveness,Hate speech and offensive language,span,57,97,Slurs and insults will not be tolerated.,resolved,,subham,Wed Sep 09 2026 21:40:40 GMT+0000 (Coordinated Universal Time)
1,96f40625-0960-4ef9-87b2-4679ffaaf9ec::5,nothing harmful,Type of offensiveness,No offensive content,span,0,15,nothing harmful,resolved,,subham,Mon Sep 07 2026 20:47:04 GMT+0000 (Coordinated Universal Time)
1,97fb2b3d-ee3d-4506-b148-a71f386b05a9::4,Only one of the reviewed comments was deemed offensive. Suspension seems extreme at this point.,Patterns of behavior,One-off offensive,span,0,54,Only one of the reviewed comments was deemed offensive,resolved,,subham,Wed Sep 09 2026 21:40:11 GMT+0000 (Coordinated Universal Time)
1,97fb2b3d-ee3d-4506-b148-a71f386b05a9::5,None of this posters comments were deemed to be offensive.,Type of offensiveness,No offensive content,unit,,,,resolved,,subham,Mon Sep 07 2026 20:20:12 GMT+0000 (Coordinated Universal Time)
1,9845df85-7df4-4cd8-a37e-019423611a3f::1,"Here is the word again that should be removed from our vocabulary. Not only the author called the person a very harsh, demeaning, and offensive name. The author also pray that they will die a painful death. Very crude and uncalled for",Type of offensiveness,Hate speech and offensive language,span,0,65,Here is the word again that should be removed from our vocabulary,resolved,,subham,Mon Sep 07 2026 20:20:04 GMT+0000 (Coordinated Universal Time)
1,9845df85-7df4-4cd8-a37e-019423611a3f::1,"Here is the word again that should be removed from our vocabulary. Not only the author called the person a very harsh, demeaning, and offensive name. The author also pray that they will die a painful death. Very crude and uncalled for",Type of offensiveness,Hate speech and offensive language,span,105,148,"a very harsh, demeaning, and offensive name",resolved,,subham,Mon Sep 07 2026 20:20:04 GMT+0000 (Coordinated Universal Time)
1,9845df85-7df4-4cd8-a37e-019423611a3f::1,"Here is the word again that should be removed from our vocabulary. Not only the author called the person a very harsh, demeaning, and offensive name. The author also pray that they will die a painful death. Very crude and uncalled for",Type of offensiveness,Death wish,span,154,205,author also pray that they will die a painful death,resolved,,subham,Mon Sep 07 2026 20:20:04 GMT+0000 (Coordinated Universal Time)
1,9845df85-7df4-4cd8-a37e-019423611a3f::5,This is a very positive message. Tha author is complementing the people in her life that was an influence to them in a positive way. She/He was able to start the venture because of the great people around Him/Her,Positive content,Calm and thoughtful,span,0,32,This is a very positive message.,resolved,,subham,Mon Sep 07 2026 20:49:36 GMT+0000 (Coordinated Universal Time)
1,9845df85-7df4-4cd8-a37e-019423611a3f::5,This is a very positive message. Tha author is complementing the people in her life that was an influence to them in a positive way. She/He was able to start the venture because of the great people around Him/Her,Positive content,Personal opinions and thoughts,span,33,132,Tha author is complementing the people in her life that was an influence to them in a positive way.,resolved,,subham,Mon Sep 07 2026 20:49:36 GMT+0000 (Coordinated Universal Time)
1,9968ac18-8d60-46f2-8a6a-a521303c3583::3,bad verbiage and mean statements were directed at an individual.,Type of offensiveness,Hate speech and offensive language,span,0,64,bad verbiage and mean statements were directed at an individual.,resolved,,subham,Mon Sep 07 2026 21:05:54 GMT+0000 (Coordinated Universal Time)
1,9968ac18-8d60-46f2-8a6a-a521303c3583::4,The third message was a red flag. Very offensive and should be suspended.,Patterns of behavior,one message is enough (offensive),span,0,33,The third message was a red flag.,resolved,,subham,Wed Sep 09 2026 21:41:52 GMT+0000 (Coordinated Universal Time)
1,99b188e5-7a7e-415c-a0a0-fc526b70df99::2,This account continuously used derogatory language and spoke of violence against other individuals. This absolutely crosses the line and is an immediate means for suspension.,Patterns of behavior,Consistent offensive behavior,span,14,50,ontinuously used derogatory language,resolved,,subham,Wed Sep 09 2026 21:40:48 GMT+0000 (Coordinated Universal Time)
1,99b188e5-7a7e-415c-a0a0-fc526b70df99::2,This account continuously used derogatory language and spoke of violence against other individuals. This absolutely crosses the line and is an immediate means for suspension.,Type of offensiveness,Threats of violence,span,55,98,spoke of violence against other individuals,resolved,,subham,Wed Sep 09 2026 21:40:48 GMT+0000 (Coordinated Universal Time)
1,99b188e5-7a7e-415c-a0a0-fc526b70df99::4,This account had messages where they spoke of violence and threatened to kill another individual. That to me is an immediate means for suspension.,Type of offensiveness,Threats of violence,span,26,96,where they spoke of violence and threatened to kill another individual,resolved,,subham,Wed Sep 09 2026 21:39:06 GMT+0000 (Coordinated Universal Time)
1,99b188e5-7a7e-415c-a0a0-fc526b70df99::4,This account had messages where they spoke of violence and threatened to kill another individual. That to me is an immediate means for suspension.,Type of offensiveness,Hate speech and offensive language,span,37,97,spoke of violence and threatened to kill another individual.,resolved,,subham,Wed Sep 09 2026 21:39:06 GMT+0000 (Coordinated Universal Time)
1,9c1df86e-e2b6-4eb6-ab15-180374fa91bc::1,this is justifiable of online harassment,Type of offensiveness,Threats of violence,span,0,40,this is justifiable of online harassment,resolved,,subham,Mon Sep 07 2026 21:00:53 GMT+0000 (Coordinated Universal Time)
1,9c1df86e-e2b6-4eb6-ab15-180374fa91bc::2,this is a sign of violence and someone may be serious about this,Type of offensiveness,Threats of violence,span,1,26,his is a sign of violence,resolved,,subham,Mon Sep 07 2026 20:59:22 GMT+0000 (Coordinated Universal Time)
1,9c1df86e-e2b6-4eb6-ab15-180374fa91bc::2,this is a sign of violence and someone may be serious about this,Decision outcomes,Consequences beyond suspencion,span,31,64,someone may be serious about this,resolved,,subham,Mon Sep 07 2026 20:59:22 GMT+0000 (Coordinated Universal Time)
1,9c1df86e-e2b6-4eb6-ab15-180374fa91bc::3,Based on the first message it was obvious we needed to suspend the account,Patterns of behavior,one message is enough (offensive),span,56,74,uspend the account,resolved,,subham,Wed Sep 09 2026 21:41:18 GMT+0000 (Coordinated Universal Time)
1,9c759a8c-5afc-41ad-adb6-e453251c9f4d::1,"Very offensive, hateful, and biased behavior and account needs to be suspended",Type of offensiveness,Hate speech and offensive language,span,0,14,Very offensive,resolved,,subham,Mon Sep 07 2026 21:00:21 GMT+0000 (Coordinated Universal Time)
1,9c759a8c-5afc-41ad-adb6-e453251c9f4d::1,"Very offensive, hateful, and biased behavior and account needs to be suspended",Type of offensiveness,Extreme offensive,span,0,44,"Very offensive, hateful, and biased behavior",resolved,,subham,Mon Sep 07 2026 21:00:21 GMT+0000 (Coordinated Universal Time)
1,9c759a8c-5afc-41ad-adb6-e453251c9f4d::1,"Very offensive, hateful, and biased behavior and account needs to be suspended",Type of offensiveness,Hate speech and offensive language,span,16,23,hateful,resolved,,subham,Mon Sep 07 2026 21:00:21 GMT+0000 (Coordinated Universal Time)
1,9c759a8c-5afc-41ad-adb6-e453251c9f4d::4,There is nothinf offesive in this post.,Type of offensiveness,No offensive content,span,0,39,There is nothinf offesive in this post.,resolved,,subham,Mon Sep 07 2026 20:59:02 GMT+0000 (Coordinated Universal Time)
1,9ca241ab-e7b0-4e11-abf1-0baf9d8a1026::4,"Although sometimes this account can use some heated language and become aggressive, the majority of the posts I saw were very tame.",Patterns of behavior,One-off offensive,span,0,82,Although sometimes this account can use some heated language and become aggressive,resolved,,subham,Mon Sep 07 2026 20:20:30 GMT+0000 (Coordinated Universal Time)
1,9ca241ab-e7b0-4e11-abf1-0baf9d8a1026::4,"Although sometimes this account can use some heated language and become aggressive, the majority of the posts I saw were very tame.",Patterns of behavior,Normal behavior,span,84,130,the majority of the posts I saw were very tame,resolved,,subham,Mon Sep 07 2026 20:20:30 GMT+0000 (Coordinated Universal Time)
1,9d384bf9-0a29-43d2-8ca8-9de6189f801f::4,One of the messages contains a serious threat.,Patterns of behavior,one message is enough (offensive),span,0,19,One of the messages,resolved,,subham,Wed Sep 09 2026 21:38:19 GMT+0000 (Coordinated Universal Time)
1,9d384bf9-0a29-43d2-8ca8-9de6189f801f::4,One of the messages contains a serious threat.,Type of offensiveness,Threats of violence,span,20,46,contains a serious threat.,resolved,,subham,Wed Sep 09 2026 21:38:19 GMT+0000 (Coordinated Universal Time)
1,9ed5814f-45cd-4b9d-9d1e-9176e6585521::2,Most of these comments are terrible and scary. I would not want to interact with them online so suspend the account.,Type of offensiveness,scary,span,0,46,Most of these comments are terrible and scary.,resolved,,subham,Wed Sep 09 2026 21:38:23 GMT+0000 (Coordinated Universal Time)
1,9ed5814f-45cd-4b9d-9d1e-9176e6585521::5,There is nothing wrong with these comments so they should not be suspended. This is normal conversation.,Type of offensiveness,No offensive content,span,0,104,There is nothing wrong with these comments so they should not be suspended. This is normal conversation.,resolved,,subham,Wed Sep 09 2026 21:38:15 GMT+0000 (Coordinated Universal Time)
1,9fb262f0-c5b4-4b87-a678-6dda4d838ea2::1,"The messages from Account 2 contained offensive language and personal attacks, including derogatory comments about someone's sexuality, intelligence, and personal life. However, they varied in their degree of severity and the context in which they we",Type of offensiveness,Hate speech and offensive language,span,28,56,contained offensive language,resolved,,subham,Mon Sep 07 2026 20:50:20 GMT+0000 (Coordinated Universal Time)
1,9fb262f0-c5b4-4b87-a678-6dda4d838ea2::1,"The messages from Account 2 contained offensive language and personal attacks, including derogatory comments about someone's sexuality, intelligence, and personal life. However, they varied in their degree of severity and the context in which they we",Type of offensiveness,Threats of violence,span,61,77,personal attacks,resolved,,subham,Mon Sep 07 2026 20:50:20 GMT+0000 (Coordinated Universal Time)
1,9fb262f0-c5b4-4b87-a678-6dda4d838ea2::1,"The messages from Account 2 contained offensive language and personal attacks, including derogatory comments about someone's sexuality, intelligence, and personal life. However, they varied in their degree of severity and the context in which they we",Type of offensiveness,Hate speech and offensive language,span,89,167,"derogatory comments about someone's sexuality, intelligence, and personal life",resolved,,subham,Mon Sep 07 2026 20:50:20 GMT+0000 (Coordinated Universal Time)
1,9fb262f0-c5b4-4b87-a678-6dda4d838ea2::1,"The messages from Account 2 contained offensive language and personal attacks, including derogatory comments about someone's sexuality, intelligence, and personal life. However, they varied in their degree of severity and the context in which they we",Patterns of behavior,Mix of offensive and non-offensive,span,169,250,"However, they varied in their degree of severity and the context in which they we",resolved,,subham,Mon Sep 07 2026 20:50:20 GMT+0000 (Coordinated Universal Time)
1,9fb262f0-c5b4-4b87-a678-6dda4d838ea2::4,"In summary, the decision to not suspend Account 4 was based on the evaluation that the message, though possibly confrontational or dismissive, did not reach the level of severity required for suspension, especially given the lack of additional contex",Type of offensiveness,No offensive content,span,1,250,"n summary, the decision to not suspend Account 4 was based on the evaluation that the message, though possibly confrontational or dismissive, did not reach the level of severity required for suspension, especially given the lack of additional contex",resolved,,subham,Wed Sep 09 2026 20:54:47 GMT+0000 (Coordinated Universal Time)
1,9fb262f0-c5b4-4b87-a678-6dda4d838ea2::4,"In summary, the decision to not suspend Account 4 was based on the evaluation that the message, though possibly confrontational or dismissive, did not reach the level of severity required for suspension, especially given the lack of additional contex",Reflection on the decision,Need to know policy and TOS,span,204,250,especially given the lack of additional contex,resolved,,subham,Wed Sep 09 2026 20:54:47 GMT+0000 (Coordinated Universal Time)
1,9fb262f0-c5b4-4b87-a678-6dda4d838ea2::5,"The message from Account 3 reads: ""If I wasn't surrounded by such great people, there's no way I'd be able to get this thing off the ground."" This statement is positive and expresses appreciation for support from others. It does not contain offensive",,positive content,span,147,220,statement is positive and expresses appreciation for support from others.,resolved,,subham,Mon Sep 07 2026 20:50:44 GMT+0000 (Coordinated Universal Time)
1,9fb262f0-c5b4-4b87-a678-6dda4d838ea2::5,"The message from Account 3 reads: ""If I wasn't surrounded by such great people, there's no way I'd be able to get this thing off the ground."" This statement is positive and expresses appreciation for support from others. It does not contain offensive",Type of offensiveness,No offensive content,span,221,250,It does not contain offensive,resolved,,subham,Mon Sep 07 2026 20:50:44 GMT+0000 (Coordinated Universal Time)
1,a058f04f-b6f7-449f-9463-3ea180669f60::2,"I chose to suspend this account because of the life-threatening statement. Plus, it was followed by the act of enjoyment and a horrific description of the threat.",Type of offensiveness,Threats of violence,span,2,73,chose to suspend this account because of the life-threatening statement,resolved,,subham,Wed Sep 09 2026 20:52:42 GMT+0000 (Coordinated Universal Time)
